iter	Logloss
338	0.5193189557
339	0.5191922112
340	0.5191237089
341	0.5190876913
342	0.5190022881
343	0.5189052126
344	0.5187407274
345	0.5187130281
346	0.5185502132
347	0.5184886749
348	0.5184574666
349	0.5183476136
350	0.5182135812
351	0.5181958104
352	0.5180769502
353	0.5180349475
354	0.5179467031
355	0.5179155145
356	0.5178909492
357	0.5178450403
358	0.5177191457
359	0.5176725026
360	0.5176427624
361	0.5175306014
362	0.5174429326
363	0.5173863054
364	0.5173496136
365	0.5173036393
366	0.5172493732
367	0.517208435
368	0.5171655714
369	0.5171200887
370	0.5170756929
371	0.5169838322
372	0.5168015576
373	0.5166965247
374	0.516629402
375	0.5165787759
376	0.5165369815
377	0.5165180417
378	0.5164744483
379	0.5163633111
380	0.5162690159
381	0.5161434205
382	0.5160611061
383	0.5159900811
384	0.515850723
385	0.5158289368
386	0.5157912703
387	0.5156668992
388	0.5156336181
389	0.5155850041
390	0.5155148361
391	0.5154432838
392	0.5153744915
393	0.5153416525
394	0.5152052008
395	0.515149053
396	0.515076883
397	0.5149840918
398	0.5149345679
399	0.5148651258
400	0.514762662
401	0.5147053888
402	0.5146047545
403	0.514516337
404	0.5143620637
405	0.514259647
406	0.514186687
407	0.5141382849
408	0.5140405911
409	0.5139954187
410	0.5139589925
411	0.5138771541
412	0.5138348964
413	0.5137848055
414	0.5137371765
415	0.513692758
416	0.5135523142
417	0.5135270856
418	0.5134218488
419	0.5133577472
420	0.5132687097
421	0.513221761
422	0.5130958031
423	0.5130217778
424	0.5129372062
425	0.5129170974
426	0.5128771328
427	0.512771226
428	0.5127495498
429	0.51265055
430	0.5126272251
431	0.512608117
432	0.5125018328
433	0.5124884226
434	0.5124363909
435	0.5123646273
436	0.5122998055
437	0.5122242173
438	0.5121614264
439	0.5121357348
440	0.5119892373
441	0.5119124002
442	0.5117866382
443	0.5117672609
444	0.5117257987
445	0.5116065275
446	0.5115289135
447	0.5114403206
448	0.5113594186
449	0.5112964905
450	0.5111809431
451	0.5111319036
452	0.5110654384
453	0.5110387322
454	0.5109924102
455	0.5109598556
456	0.5109327914
457	0.5108352141
458	0.5107896664
459	0.5107719
460	0.5107062951
461	0.5106893274
462	0.5106303993
463	0.5105749123
464	0.5105260844
465	0.510450109
466	0.5104253609
467	0.5103814132
468	0.5103411424
469	0.510216206
470	0.5100992897
471	0.5100608132
472	0.5099842275
473	0.5099515483
474	0.5099248491
475	0.5098635242
476	0.5098101126
477	0.5097135668
478	0.5096920912
479	0.50963813
480	0.5094899028
481	0.509432488
482	0.5093801426
483	0.5093186301
484	0.5092677473
485	0.5092208912
486	0.5092114996
487	0.5092013916
488	0.5090863056
489	0.5090224806
490	0.5089630153
491	0.5089089439
492	0.5088303389
493	0.5087916093
494	0.50875733
495	0.5086416295
496	0.5085141986
497	0.508479153
498	0.5084485175
499	0.5083989652
500	0.5083350134
501	0.5083003192
502	0.5082401185
503	0.5081428517
504	0.5081035115
505	0.5080567219
506	0.5080328371
507	0.5079840302
508	0.5079575177
509	0.5079195592
510	0.5078937594
511	0.5078180782
512	0.5077152838
513	0.5076903272
514	0.507589166
515	0.5075175443
516	0.507449406
517	0.5074045573
518	0.507337753
519	0.5073151213
520	0.5072788482
521	0.5072644818
522	0.5072425494
523	0.5071531911
524	0.5070764654
525	0.5070499246
526	0.5070102946
527	0.506947236
528	0.5068870671
529	0.5068552139
530	0.5067610663
531	0.5067411173
532	0.5066839091
533	0.5066055556
534	0.5065662756
535	0.5064970857
536	0.5064495713
537	0.5064162089
538	0.5063692109
539	0.5063059318
540	0.5062855752
541	0.5061631251
542	0.5061384076
543	0.5060586292
544	0.5059693691
545	0.5059254751
546	0.5058939523
547	0.5058595393
548	0.5058260146
549	0.5057829461
550	0.5057171493
551	0.5056683717
552	0.5056324273
553	0.5055555096
554	0.5055038815
555	0.505480417
556	0.5054502613
557	0.5053984419
558	0.5053830762
559	0.5053272656
560	0.505257406
561	0.5052182254
562	0.5051819217
563	0.5051650012
564	0.5051194453
565	0.5051046904
566	0.5050864192
567	0.505015423
568	0.5049370938
569	0.5049188472
570	0.5048470225
571	0.5047492592
572	0.5046989842
573	0.5046921021
574	0.5046575684
575	0.5046316884
576	0.504616842
577	0.504565405
578	0.5045377981
579	0.5045020007
580	0.504434083
581	0.5044176787
582	0.5043950352
583	0.5043209514
584	0.5042792688
585	0.5042414939
586	0.5041629246
587	0.5041439849
588	0.5040986368
589	0.5040366602
590	0.5040098503
591	0.5039186432
592	0.5038779095
593	0.5038263148
594	0.5037942483
595	0.5037839102
596	0.5037323639
597	0.5037022209
598	0.5036705514
599	0.5036080071
600	0.5035576161
601	0.5035519591
602	0.5034526887
603	0.5033769177
604	0.5033148318
605	0.5032985805
606	0.5032647343
607	0.5031781517
608	0.5031390032
609	0.503124151
610	0.5030780856
611	0.5030245978
612	0.5030014812
613	0.5029401129
614	0.5028873848
615	0.5028603562
616	0.5028034364
617	0.5027729898
618	0.5027381947
619	0.5027081741
620	0.5026785402
621	0.5026689914
622	0.5026511172
623	0.5025926812
624	0.5025449186
625	0.5025289469
626	0.5024835314
627	0.5024597195
628	0.5024151223
629	0.5023958482
630	0.502327634
631	0.5022906249
632	0.5022698784
633	0.5022374275
634	0.5022230612
635	0.5021784978
636	0.5021545201
637	0.5020604003
638	0.502047482
639	0.5020262302
640	0.5019025603
641	0.5018673324
642	0.5018271373
643	0.5017926341
644	0.5017361425
645	0.5016905273
646	0.5016435124
647	0.5016305456
648	0.5015926723
649	0.5015374946
650	0.5015176912
651	0.5014768363
652	0.5014264275
653	0.5013412376
654	0.5012578527
655	0.5011864795
656	0.5011713486
657	0.5011296435
658	0.5011090983
659	0.5010205783
660	0.5009919028
661	0.500963688
662	0.5009371886
663	0.5008823594
664	0.5008122146
665	0.5007810324
666	0.5007503837
667	0.5006929986
668	0.5006129802
669	0.5005847659
670	0.5004924217
671	0.5004466242
672	0.5004083732
673	0.5003481546
674	0.5002835278
675	0.5002439031
676	0.5002080978
677	0.5001717001
678	0.5001254058
679	0.5000851071
680	0.5000481289
681	0.5000019836
682	0.4999574571
683	0.4999275269
684	0.4998849756
685	0.4998661456
686	0.4998453016
687	0.4998332714
688	0.499810099
689	0.4998009056
690	0.4997624085
691	0.4997343576
692	0.4996857815
693	0.4996379821
694	0.4996223761
695	0.499599287
696	0.4995872323
697	0.4995491113
698	0.4995287298
699	0.4995093401
700	0.4994668083
701	0.4994370794
702	0.4994191061
703	0.4993682966
704	0.4993521603
705	0.4992841256
706	0.499220872
707	0.4991768433
708	0.4991312578
709	0.4990797962
710	0.4990618721
711	0.499050937
712	0.499025666
713	0.4990158616
714	0.4990094735
715	0.498989151
716	0.4989641587
717	0.4989544818
718	0.4989032218
719	0.4988654828
720	0.4988526353
721	0.4988319841
722	0.4987888915
723	0.4987757607
724	0.4987689122
725	0.4987399377
726	0.4986840743
727	0.4986456409
728	0.4986348444
729	0.4985896177
730	0.4985420265
731	0.4985338096
732	0.4985215367
733	0.4985113436
734	0.4984894668
735	0.4984518848
736	0.4984320939
737	0.4984234161
738	0.4983690912
739	0.498356716
740	0.4983198506
741	0.4982739077
742	0.4982641033
743	0.4982204783
744	0.4982003228
745	0.4981294637
746	0.4980788235
747	0.498053529
748	0.4980379465
749	0.4980024439
750	0.4979817004
751	0.4979475915
752	0.4979113905
753	0.4978958074
754	0.4978178787
755	0.4977632559
756	0.4977379785
757	0.4976857879
758	0.4976579385
759	0.4976256903
760	0.4976025426
761	0.4975929152
762	0.4975634601
763	0.4975293392
764	0.4975039034
765	0.4974889294
766	0.4974404036
767	0.4974277217
768	0.4974124744
769	0.4973861872
770	0.4973567321
771	0.4973273194
772	0.4972843396
773	0.4972378607
774	0.4972124991
775	0.4971433558
776	0.4971248901
777	0.4970909764
778	0.4970637039
779	0.4970304067
780	0.4969454117
781	0.496909856
782	0.4969008667
783	0.4968574532
784	0.4967880983
785	0.4967211463
786	0.4967092482
787	0.4966936964
788	0.4966078717
789	0.4965862012
790	0.4965206303
791	0.4964995936
792	0.4964639171
793	0.4964233016
794	0.4964086548
795	0.4963754524
796	0.4963524108
797	0.4963366824
798	0.496290836
799	0.4962811618
800	0.4962573505
801	0.4962353159
802	0.4962149047
803	0.4961814094
804	0.4961640637
805	0.4961555388
806	0.4961303832
807	0.4961010555
808	0.4960902409
809	0.4960750781
810	0.4960691986
811	0.4960515847
812	0.496020979
813	0.4960102621
814	0.4959865648
815	0.4959362235
816	0.4959205737
817	0.4958780121
818	0.4958491093
819	0.4958272867
820	0.4958140828
821	0.4957952213
822	0.4957782981
823	0.4957709083
824	0.4957065535
825	0.4956893892
826	0.4956502169
827	0.4956186253
828	0.495603644
829	0.4955827884
830	0.4955506498
831	0.4955204462
832	0.4954886365
833	0.4954638309
834	0.4954308421
835	0.4953977797
836	0.4953789048
837	0.4953685473
838	0.4953040623
839	0.4952857617
840	0.4952807801
841	0.49524036
842	0.4952203046
843	0.4951650673
844	0.4951305692
845	0.4951135089
846	0.4950953288
847	0.4950474441
848	0.4950370249
849	0.4949892735
850	0.4949749275
851	0.4949538657
852	0.4949049776
853	0.4948955879
854	0.4948870121
855	0.4948774025
856	0.4948582867
857	0.494834627
858	0.4948133574
859	0.4948049156
860	0.4947966558
861	0.4947712078
862	0.4947402378
863	0.4947261095
864	0.4946855785
865	0.4946762059
866	0.4946586777
867	0.494641143
868	0.4946200676
869	0.4945808684
870	0.4945627381
871	0.494522785
872	0.4944669693
873	0.4944561306
874	0.4944122122
875	0.4943891069
876	0.4943639512
877	0.4943474506
878	0.4943235899
879	0.4942958331
880	0.4942521942
881	0.4942407863
882	0.4942136986
883	0.4941701129
884	0.4941369956
885	0.4941299404
886	0.4940994365
887	0.4940638562
888	0.4940372176
889	0.4940111022
890	0.4939844258
891	0.4939621474
892	0.4939414989
893	0.4939322077
894	0.4938908578
895	0.4938595423
896	0.4938432545
897	0.4937997677
898	0.4937736914
899	0.4937508048
900	0.4937117825
901	0.4936858564
902	0.4936224137
903	0.4935895081
904	0.4935768879
905	0.4935684101
906	0.4935167985
907	0.4934994462
908	0.4934744079
909	0.4934133082
910	0.4934060158
911	0.4933899046
912	0.4933642326
913	0.4933520506
914	0.4933153142
915	0.4933000176
916	0.4932872999
917	0.4932397811
918	0.4932062295
919	0.4931880198
920	0.4931627611
921	0.4931382453
922	0.4931046789
923	0.4930550185
924	0.493022899
925	0.492980428
926	0.4929167614
927	0.4928630268
928	0.4928352131
929	0.4928172533
930	0.4928006432
931	0.4927897439
932	0.4927829566
933	0.4927770387
934	0.492769357
935	0.4927607581
936	0.4927035955
937	0.4926554562
938	0.4925883041
939	0.4925550881
940	0.4925436112
941	0.4925343428
942	0.4925112674
943	0.4924841109
944	0.4924591829
945	0.492411931
946	0.4924004417
947	0.4923840125
948	0.4923705717
949	0.4923474598
950	0.492323922
951	0.4923173778
952	0.4922871687
953	0.4922603888
954	0.4922166948
955	0.4921782015
956	0.4921357361
957	0.4921218878
958	0.4920876395
959	0.4920790029
960	0.492052617
961	0.4920186723
962	0.4919782444
963	0.4919624362
964	0.4919557459
965	0.4919357233
966	0.4919292029
967	0.4919076419
968	0.4918976677
969	0.4918702318
970	0.491848233
971	0.4918372902
972	0.4918210875
973	0.4917938945
974	0.4917672859
975	0.4917404309
976	0.4917330606
977	0.4917159264
978	0.4916994566
979	0.4916829997
980	0.4916751477
981	0.4916601978
982	0.4916197331
983	0.491557822
984	0.4915464489
985	0.4915344483
986	0.4915151136
987	0.4915100418
988	0.4915058648
989	0.4914781067
990	0.4914611742
991	0.4914478989
992	0.491434488
993	0.4914148848
994	0.4913952663
995	0.4913812229
996	0.4913699588
997	0.4913439573
998	0.4913215752
999	0.4913029713
